<<<<<<< Updated upstream
,nData.postingID,nData.SearchTerm,nData.job.title,nData.company,nData.date,nData.location,nData.summary,nData.kWord
153,153,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
154,154,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
155,155,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
156,156,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
157,157,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
158,158,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
159,159,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
160,160,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
161,161,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
162,162,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
163,163,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
164,164,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
165,165,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
166,166,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
167,167,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
168,168,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
169,169,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
170,170,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
171,171,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
172,172,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
173,173,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
174,174,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
175,175,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
176,176,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
177,177,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
178,178,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
179,179,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
180,180,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
181,181,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
182,182,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
183,183,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
184,184,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
185,185,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
186,186,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
187,187,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
188,188,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
189,189,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
190,190,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
191,191,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
192,192,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
193,193,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
194,194,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
195,195,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
196,196,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
197,197,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
198,198,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
199,199,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
200,200,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
201,201,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
202,202,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
203,203,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
204,204,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
205,205,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
206,206,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
207,207,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
208,208,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
209,209,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
210,210,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
211,211,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
212,212,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
213,213,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
214,214,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
215,215,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
216,216,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
217,217,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
218,218,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
219,219,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
220,220,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
221,221,Big Data Engineer,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730","Familiarity with MongoDB, elasticsearch, big data infrastructure (hadoop, Spark), DCVS (mercurial, git) and automated build tools (gradle, maven, grunt) is...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
222,222,Big Data Engineer,Data Engineer,Amazon,16 days ago,"Seattle, WA","As a data engineer, you will get the exciting opportunity to work on very large data sets in one of the world's largest and most complex data warehouse...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
223,223,Big Data Engineer,Big Data Software Engineer,Sila SG,30+ days ago,"Arlington, VA","Design, develop, and implement Hadoop-based big data solutions. As a Big Data Software Engineer with Sila, you will have the opportunity to make a significant...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
224,224,Big Data Engineer,"Business Intelligence Engineer, Prime Now",Amazon,9 days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
225,225,Big Data Engineer,"Business Intelligence Engineer, AmazonFresh",Amazon,30+ days ago,"Seattle, WA","Â· Experience in data mining (SQL, ETL, data warehouse, etc.). In this role, you will also develop and support the analytic technologies that give our teams...","Database(0), Spark(0), SPSS(0), SAS(0), SQL(1), 5"
226,226,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
227,227,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
228,228,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
229,229,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
230,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
231,231,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
232,232,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
233,233,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
234,234,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
235,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
236,236,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
237,237,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
238,238,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
239,239,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
240,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
241,241,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
242,242,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
243,243,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
244,244,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
245,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
246,246,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
247,247,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
248,248,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
249,249,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
250,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
251,251,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
252,252,Machine Learning Scientist,"Senior Software Engineer, Data Science",Marin Software,30+ days ago,"San Francisco, CA 94105",Publications within Machine Learning preferred. Extensive experience in Machine Learning (ML). Join Marin Software as a Data Scientist to apply your real world...,"Database(0), Spark(2), SPSS(0), SAS(0), SQL(0), 5"
253,253,Machine Learning Scientist,Senior Data Scientist,Stem Inc,3 days ago,"San Francisco Bay Area, CA","Experience using and deploying Machine Learning Algorithms to solve problems in production. If you are passionate about big data, machine learning, a greener...","Database(0), Spark(1), SPSS(0), SAS(0), SQL(1), 5"
254,254,Machine Learning Scientist,Save lives with machine learning,Blue Owl,30+ days ago,"San Francisco, CA",Using machine learning to identify complex heterogenous treatment effects). 5 years of building machine learning models in the wild....,"Database(0), Spark(1), SPSS(0), SAS(0), SQL(0), 5"
255,1,Machine Learning Scientist,Data Scientist,SIOS Technology,30+ days ago,"Lexington, SC 29072",Data Mining and Machine learning experience including:. Experience working with BigData and Machine learning analytics tools such as:....,"SQL(0), 5"
256,256,Machine Learning Scientist,Data Scientist,Cognitive Scale,22 days ago,"Austin, TX 78730",We are looking for highly motivated candidates with a stellar background in statistical machine learning and data mining -- specifically in some of the areas...,"Database(0), Spark(0), SPSS(0), SAS(0), SQL(0), 5"
